imdb,year,title,code
tc0119229,1997,Grosse Pointe Blank,1997PASS
tc0119282,1997,Hercules,1997PASS
tc0119313,1998,Hope Floats,1998PASS
tc0119345,1997,I Know What You Did Last Summer,1997PASS
tc0119361,1997,In the Company of Men,1997FAIL
tc0119396,1997,Jackie Brown,1997PASS
tc0119468,1997,Kiss the Girls,1997FAIL
tc0119488,1997,L.A. Confidential,1997FAIL
tc0119528,1997,Liar Liar,1997FAIL
tc0119567,1997,The Lost World: Jurassic Park,1997FAIL
tc0119654,1997,Men in Black,1997FAIL
tc0119698,1997,Mononoke-hime,1997PASS
tc0119707,1997,Mortal Kombat: Annihilation,1997PASS
tc0119738,1997,My Best Friends Wedding,1997FAIL
tc0119822,1997,As Good as It Gets,1997PASS
tc0119874,1997,The Peacemaker,1997FAIL
tc0119925,1997,The Postman,1997FAIL
tc0119942,1998,Primary Colors,1998PASS
tc0120082,1997,Scream 2,1997PASS
tc0120094,1997,Selena,1997PASS
tc0120108,1998,The Proposition,1998FAIL
tc0120133,1997,A Simple Wish,1997PASS
tc0120148,1998,Sliding Doors,1998PASS
tc0120152,1997,Smillas Sense of Snow,1997PASS
tc0120177,1997,Spawn,1997PASS
tc0120184,1998,Sphere,1998FAIL
tc0120201,1997,Starship Troopers,1997PASS
tc0120321,1998,Smoke Signals,1998PASS
tc0120338,1997,Titanic,1997PASS
tc0120363,1999,Toy Story 2,1999FAIL
tc0120382,1998,The Truman Show,1998FAIL
tc0120458,1999,Virus,1999FAIL
tc0120461,1997,Volcano,1997PASS
tc0120577,1998,54,1998FAIL
tc0120586,1998,American History X,1998FAIL
tc0120591,1998,Armageddon,1998FAIL
tc0120601,1999,Being John Malkovich,1999PASS
tc0120603,1998,Beloved,1998PASS
tc0120611,1998,Blade,1998FAIL
tc0120616,1999,The Mummy,1999FAIL
tc0120623,1998,A Bugs Life,1998PASS
tc0120630,2000,Chicken Run,2000PASS
tc0120631,1998,Ever After,1998PASS
tc0120647,1998,Deep Impact,1998PASS
tc0120655,1999,Dogma,1999FAIL
tc0120657,1999,The 13th Warrior,1999FAIL
tc0120660,1998,Enemy of the State,1998FAIL
tc0120663,1999,Eyes Wide Shut,1999PASS
tc0120667,2005,Fantastic Four,2005FAIL
tc0120669,1998,Fear and Loathing in Las Vegas,1998FAIL
tc0120679,2002,Frida,2002FAIL
tc0120681,2001,From Hell,2001FAIL
tc0120685,1998,Godzilla,1998FAIL
tc0120686,1998,Stepmom,1998PASS
tc0120689,1999,The Green Mile,1999FAIL
tc0120694,1998,Halloween H20: 20 Years Later,1998PASS
tc0120735,1998,"Lock, Stock and Two Smoking Barrels",1998FAIL
tc0120737,2001,The Lord of the Rings: The Fellowship of the Ring,2001FAIL
tc0120738,1998,Lost in Space,1998PASS
tc0120744,1998,The Man in the Iron Mask,1998FAIL
tc0120746,1998,The Mask of Zorro,1998FAIL
tc0120749,1998,Mercury Rising,1998FAIL
tc0120762,1998,Mulan,1998FAIL
tc0120768,1998,The Negotiator,1998FAIL
tc0120780,1998,Out of Sight,1998FAIL
tc0120784,1999,Payback,1999FAIL
tc0120791,1998,Practical Magic,1998PASS
tc0120794,1998,The Prince of Egypt,1998FAIL
tc0120800,1998,Quest for Camelot,1998PASS
tc0120804,2002,Resident Evil,2002PASS
tc0120812,1998,Rush Hour,1998PASS
tc0120813,1998,Safe Men,1998FAIL
tc0120815,1998,Saving Private Ryan,1998FAIL
tc0120828,1998,Six Days Seven Nights,1998FAIL
tc0120831,1998,Slums of Beverly Hills,1998PASS
tc0120844,1998,Star Trek: Insurrection,1998PASS
tc0120855,1999,Tarzan,1999FAIL
tc0120863,1998,The Thin Red Line,1998FAIL
tc0120877,1998,Vampires (John Carpenters),1998FAIL
tc0120879,1998,Velvet Goldmine,1998FAIL
tc0120890,1998,Wild Things,1998FAIL
tc0120891,1999,Wild Wild West,1999FAIL
tc0120903,2000,X-Men,2000FAIL
tc0120912,2002,Men in Black II,2002FAIL
tc0120913,2000,Titan A.E.,2000PASS
tc0120915,1999,Star Wars: Episode I - The Phantom Menace,1999PASS
tc0120917,2000,The Emperors New Groove,2000PASS
tc0121164,2005,Corpse Bride,2005FAIL
tc0121765,2002,Star Wars: Episode II - Attack of the Clones,2002FAIL
tc0121766,2005,Star Wars: Episode III - Revenge of the Sith,2005FAIL
tc0122459,2000,Return to Me,2000FAIL
tc0122718,1998,Small Soldiers,1998FAIL
tc0122933,1999,Analyze This,1999FAIL
tc0124819,1997,Orgazmo,1997FAIL
tc0125439,1999,Notting Hill,1999PASS
tc0126029,2001,Shrek,2001FAIL
tc0126886,1999,Election,1999PASS
tc0126916,1999,For Love of the Game,1999FAIL
tc0127536,1998,Elizabeth,1998PASS
tc0128442,1998,Rounders,1998FAIL
tc0128445,1998,Rushmore,1998FAIL
tc0128853,1998,Youve Got Mail,1998PASS
tc0128996,1997,Cinderella,1997PASS
tc0129167,1999,The Iron Giant,1999FAIL
tc0129332,1999,Ravenous,1999FAIL
tc0129387,1998,Theres Something About Mary,1998PASS
tc0130827,1998,Run Lola Run,1998FAIL
tc0131646,1999,Wing Commander,1999FAIL
tc0132347,1999,Mystery Men,1999FAIL
tc0133093,1999,The Matrix,1999PASS
tc0133240,2002,Treasure Planet,2002FAIL
tc0133751,1998,The Faculty,1998FAIL
tc0134084,2000,Scream 3,2000PASS
tc0134119,1999,The Talented Mr. Ripley,1999FAIL
tc0134273,1999,8MM,1999FAIL
tc0134619,1998,Disturbing Behavior,1998FAIL
tc0134847,2000,Pitch Black,2000PASS
tc0137523,1999,Fight Club,1999FAIL
tc0138097,1998,Shakespeare in Love,1998PASS
tc0138704,1998,Pi,1998FAIL
tc0138749,2000,The Road to El Dorado,2000FAIL
tc0139134,1999,Cruel Intentions,1999PASS
tc0139239,1999,Go!,1999PASS
tc0139654,2001,Training Day,2001FAIL
tc0142032,2000,Dune,2000PASS
tc0144084,2000,American Psycho,2000FAIL
tc0144117,1999,The Boondock Saints,1999FAIL
tc0144120,1998,Bride of Chucky,1998FAIL
tc0144168,1999,Dick,1999PASS
tc0144640,1999,Three to Tango,1999FAIL
tc0144814,1999,Carrie 2: The Rage,1999PASS
tc0145487,2002,Spider-Man,2002FAIL
tc0145660,1999,Austin Powers: The Spy Who Shagged Me,1999FAIL
tc0146309,2000,Thirteen days,2000FAIL
tc0146316,2001,Lara Croft: Tomb Raider,2001FAIL
tc0146336,1998,Urban Legend,1998PASS
tc0146882,2000,High Fidelity,2000FAIL
tc0147004,1998,Little Voice,1998PASS
tc0147612,1998,Happiness,1998PASS
tc0147800,1999,10 Things I Hate About You,1999PASS
tc0149691,1999,Anywhere But Here,1999FAIL
tc0151568,1999,Topsy-Turvy,1999PASS
tc0151804,1999,Office Space,1999FAIL
tc0154420,1998,Festen (The Celebration),1998FAIL
tc0155711,1999,Flawless,1999FAIL
tc0155776,1999,Jawbreaker,1999PASS
tc0157503,1999,Drop Dead Gorgeous,1999PASS
tc0158811,1999,Muppets From Space,1999PASS
tc0158983,1999,South Park: Bigger Longer  Uncut,1999FAIL
tc0159365,2003,Cold Mountain,2003PASS
tc0160127,2000,Charlies Angels,2000PASS
tc0160399,2001,Impostor,2001FAIL
tc0161081,2000,What Lies Beneath,2000PASS
tc0161860,2001,Nowhere in Africa,2001PASS
tc0162222,2000,Cast Away,2000FAIL
tc0162346,2001,Ghost World,2001PASS
tc0162661,1999,Sleepy Hollow,1999PASS
tc0162973,1998,Get Real,1998FAIL
tc0163651,1999,American Pie,1999FAIL
tc0163978,2000,The Beach,2000FAIL
tc0164052,2000,Hollow Man,2000PASS
tc0164334,2001,Along Came A Spider,2001PASS
tc0164912,1999,Stuart Little,1999FAIL
tc0165643,1999,Black and White,1999PASS
tc0165929,2000,Romeo Must Die,2000FAIL
tc0165982,2003,Sinbad: Legend of the Seven Seas,2003FAIL
tc0166276,2001,Monkeybone,2001FAIL
tc0166485,1999,Anna and the King,1999FAIL
tc0166813,2002,Spirit: Stallion of the Cimarron,2002FAIL
tc0166924,2001,Mulholland Dr.,2001PASS
tc0167190,2004,Hellboy,2004FAIL
tc0167260,2003,The Lord of the Rings: The Return of the King,2003FAIL
tc0167261,2002,The Lord of the Rings: The Two Towers,2002FAIL
tc0167404,1999,The Sixth Sense,1999FAIL
tc0168629,2000,Dancer in the Dark,2000PASS
tc0168786,2002,Antwone Fisher,2002FAIL
tc0169547,1999,American Beauty,1999PASS
tc0171363,1999,The Haunting,1999PASS
tc0171804,1999,Boys Dont Cry,1999PASS
tc0172493,1999,"Girl, Interrupted",1999PASS
tc0172495,2000,Gladiator,2000FAIL
tc0173716,2000,Cecil B. Demented,2000PASS
tc0175880,1999,Magnolia,1999FAIL
tc0177789,1999,Galaxy Quest,1999FAIL
tc0179116,1999,But Im a Cheerleader,1999PASS
tc0180052,2002,The Adventures of Pluto Nash,2002FAIL
tc0180093,2000,Requiem for a Dream,2000PASS
tc0181316,1999,Blue Streak,1999FAIL
tc0181689,2002,Minority Report,2002FAIL
tc0181739,2001,Osmosis Jones,2001FAIL
tc0181852,2003,Terminator 3: Rise of the Machines,2003PASS
tc0181875,2000,Almost Famous,2000PASS
tc0181984,2000,Boiler Room,2000FAIL
tc0182508,2000,Urbania,2000FAIL
tc0183523,2000,Mission to Mars,2000FAIL
tc0183649,2002,Phone Booth,2002FAIL
tc0183790,2001,A Knights Tale,2001FAIL
tc0184894,2000,Shanghai Noon,2000FAIL
tc0185431,2000,Little Nicky,2000FAIL
tc0185937,1999,The Blair Witch Project,1999PASS
tc0187078,2000,Gone in Sixty Seconds,2000FAIL
tc0187393,2000,The Patriot,2000FAIL
tc0187738,2002,Blade II,2002FAIL
tc0190138,2000,The Whole Nine Yards,2000PASS
tc0190332,2000,"Wo hu cang long (Crouching Tiger, Hidden Dragon)",2000PASS
tc0190590,2000,"O Brother, Where Art Thou?",2000FAIL
tc0190641,1999,Pocket Monsters: Mewtwo Strikes Back!,1999FAIL
tc0190865,2000,Vertical Limit,2000FAIL
tc0191754,2000,28 Days,2000PASS
tc0195234,2000,Saving Grace,2000PASS
tc0195685,2000,Erin Brockovich,2000PASS
tc0195714,2000,Final Destination,2000FAIL
tc0196229,2001,Zoolander,2001PASS
tc0198021,2000,Where the Heart Is,2000PASS
tc0198781,2001,"Monsters, Inc.",2001FAIL
tc0199626,2003,In the Cut,2003PASS
tc0199725,2000,Love  Basketball,2000PASS
tc0199753,2000,Red Planet,2000FAIL
tc0200465,2008,The Bank Job,2008PASS
tc0200550,2000,Coyote Ugly,2000FAIL
tc0202677,2000,The Way of the Gun,2000FAIL
tc0203009,2001,Moulin Rouge!,2001PASS
tc0203119,2000,Sexy Beast,2000FAIL
tc0204946,2000,Bring It On,2000PASS
tc0206275,2001,Save the Last Dance,2001PASS
tc0206634,2006,Children of Men,2006PASS
tc0207201,2000,What Women Want,2000FAIL
tc0208092,2000,Snatch.,2000FAIL
tc0209144,2000,Memento,2000FAIL
tc0209475,2001,The Wedding Planner,2001PASS
tc0209958,2000,The Cell,2000FAIL
tc0210299,2000,Songcatcher,2000PASS
tc0210616,2000,Center Stage,2000PASS
tc0210945,2000,Remember the Titans,2000FAIL
tc0211443,2001,Jason X,2001PASS
tc0212338,2000,Meet the Parents,2000FAIL
tc0212346,2000,Miss Congeniality,2000PASS
tc0212712,2004,2046,2004PASS
tc0212720,2001,Artificial Intelligence: AI,2001FAIL
tc0212985,2001,Hannibal,2001PASS
tc0213149,2001,Pearl Harbor,2001FAIL
tc0213203,2000,Rugrats in Paris:,2000PASS
tc0217505,2002,Gangs of New York,2002FAIL
tc0217869,2000,Unbreakable,2000FAIL
tc0218817,2001,Antitrust,2001FAIL
tc0218839,2000,Best in Show,2000PASS
tc0219699,2000,The Gift,2000FAIL
tc0221027,2001,Blow,2001FAIL
tc0221218,2001,The Glass House,2001PASS
tc0221889,2000,Beautiful Creatures,2000PASS
tc0227538,2001,Spy Kids,2001PASS
tc0230011,2001,Atlantis: The Lost Empire,2001FAIL
tc0230600,2001,The Others,2001PASS
tc0232500,2001,The Fast and the Furious,2001FAIL
tc0234215,2003,The Matrix Reloaded,2003PASS
tc0236348,2001,Josie and the Pussycats,2001PASS
tc0238380,2002,Equilibrium,2002FAIL
tc0238546,2002,Queen of the Damned,2002PASS
tc0238924,2002,The Dangerous Lives of Altar Boys,2002FAIL
tc0240200,2005,Water,2005PASS
tc0240462,2001,Dr. Dolittle 2,2001PASS
tc0240772,2001,Oceans Eleven,2001FAIL
tc0241303,2000,Chocolat,2000PASS
tc0241527,2001,Harry Potter and the Sorcerers Stone,2001PASS
tc0242423,2000,"Dude, Wheres My Car",2000FAIL
tc0242587,2001,L.I.E.,2001FAIL
tc0242653,2003,The Matrix Revolutions,2003PASS
tc0242998,2001,Valentine,2001FAIL
tc0243155,2001,Bridget Joness Diary,2001PASS
tc0244000,2001,American Outlaws,2001FAIL
tc0244970,2001,Someone Like You...,2001PASS
tc0245674,2001,Thir13en Ghosts,2001FAIL
tc0246460,2002,Die Another Day,2002FAIL
tc0246578,2001,Donnie Darko,2001FAIL
tc0247638,2001,The Princess Diaries,2001PASS
tc0247745,2001,Super Troopers,2001FAIL
tc0248845,2001,Hedwig and the Angry Inch,2001PASS
tc0249462,2000,Billy Elliot,2000PASS
tc0250494,2001,Legally Blonde,2001PASS
tc0251075,2001,Evolution,2001PASS
tc0251127,2003,How to Lose a Guy in 10 Days,2003FAIL
tc0252076,2002,Maid in Manhattan,2002PASS
tc0252444,2002,Rabbit-Proof Fence,2002PASS
tc0253126,2001,High Heels and Low Lifes,2001PASS
tc0253556,2002,Reign of Fire,2002FAIL
tc0253754,2002,Star Trek: Nemesis,2002FAIL
tc0253867,2002,The Sweetest Thing,2002PASS
tc0256380,2001,Shallow Hal,2001PASS
tc0257001,2000,Pokemon: The Movie 2000,2000FAIL
tc0257076,2003,S.W.A.T.,2003PASS
tc0257360,2002,About Schmidt,2002FAIL
tc0257516,2005,Cursed,2005PASS
tc0257756,2002,High Crimes,2002PASS
tc0258000,2002,Panic Room,2002PASS
tc0258068,2002,The Quiet American,2002FAIL
tc0258273,2001,Lovely and Amazing,2001PASS
tc0258463,2002,The Bourne Identity,2002FAIL
tc0259446,2002,My Big Fat Greek Wedding,2002PASS
tc0259711,2001,Vanilla Sky,2001FAIL
tc0260866,2001,Dont Say A Word,2001PASS
tc0261392,2001,Jay and Silent Bob Strike Back,2001PASS
tc0263488,2001,Jeepers Creepers,2001PASS
tc0264464,2002,Catch Me If You Can,2002FAIL
tc0264761,2001,Kissing Jessica Stein,2001PASS
tc0265086,2001,Black Hawk Down,2001FAIL
tc0265343,2001,Monsoon Wedding,2001PASS
tc0265666,2001,The Royal Tenenbaums,2001PASS
tc0266452,2002,Death to Smoochy,2002FAIL
tc0266543,2003,Finding Nemo,2003FAIL
tc0266697,2003,Kill Bill: Vol. 1,2003PASS
tc0267804,2001,The One,2001FAIL
tc0267913,2002,Scooby-Doo,2002PASS
tc0268126,2002,Adaptation,2002FAIL
tc0268380,2002,Ice Age,2002FAIL
tc0268978,2001,A Beautiful Mind,2001FAIL
tc0268995,2001,The Majestic,2001FAIL
tc0271027,2001,Kiss of the Dragon,2001FAIL
tc0274558,2002,The Hours,2002PASS
tc0275022,2002,Crossroads,2002PASS
tc0275847,2002,Lilo and Stitch,2002PASS
tc0277434,2002,We Were Soldiers,2002PASS
tc0278500,2002,The Importance of Being Earnest,2002PASS
tc0278504,2002,Insomnia,2002FAIL
tc0279113,2002,The Good Girl,2002PASS
tc0280460,2002,The Banger Sisters,2002PASS
tc0280590,2002,Mr Deeds,2002FAIL
tc0280707,2001,Gosford Park,2001PASS
tc0280760,2002,Igby Goes Down,2002FAIL
tc0281373,2002,Snow Dogs,2002FAIL
tc0282209,2003,Darkness Falls,2003FAIL
tc0283003,2002,Spun,2002PASS
tc0283084,2002,Tuck Everlasting,2002PASS
tc0283139,2002,White Oleander,2002PASS
tc0283426,2003,The Jungle Book 2,2003FAIL
tc0283503,2007,Brooklyn Rules,2007PASS
tc0283832,2002,8 femmes,2002PASS
tc0285531,2003,Dreamcatcher,2003FAIL
tc0286106,2002,Signs,2002FAIL
tc0286112,2001,Shaolin Soccer,2001FAIL
tc0286244,2003,Les triplettes de Belleville,2003PASS
tc0286261,2002,All or Nothing,2002PASS
tc0286499,2002,Bend It Like Beckham,2002PASS
tc0286716,2003,Hulk,2003FAIL
tc0287717,2002,Spy Kids 2: Island of Lost Dreams,2002PASS
tc0287978,2003,Daredevil,2003FAIL
tc0289043,2002,28 Days Later...,2002PASS
tc0289408,2002,The Powerpuff Girls,2002PASS
tc0289765,2002,Red Dragon,2002FAIL
tc0289879,2004,The Butterfly Effect,2004FAIL
tc0290095,2002,The Tuxedo,2002FAIL
tc0290334,2003,X2 (X-Men 2),2003PASS
tc0290879,2001,The Legend of Suriyothai,2001PASS
tc0292644,2002,The Rules of Attraction,2002FAIL
tc0293508,2004,The Phantom of the Opera,2004FAIL
tc0293662,2002,The Transporter,2002FAIL
tc0294870,2005,Rent,2005PASS
tc0295178,2002,Austin Powers in Goldmember,2002FAIL
tc0295297,2002,Harry Potter and the Chamber of Secrets,2002PASS
tc0295700,2003,Wrong Turn,2003PASS
tc0295701,2002,xXx,2002FAIL
tc0296166,2002,Real Women Have Curves,2002PASS
tc0296572,2004,The Chronicles of Riddick,2004FAIL
tc0297181,2002,I Spy,2002FAIL
tc0297884,2002,Far from Heaven,2002PASS
tc0298130,2002,The Ring,2002PASS
tc0298148,2004,Shrek 2,2004PASS
tc0298203,2002,8 Mile,2002FAIL
tc0298228,2002,Whale Rider,2002PASS
tc0298814,2003,The Core,2003PASS
tc0299172,2004,Home on the Range,2004PASS
tc0299658,2002,Chicago,2002PASS
tc0300471,2003,Shanghai Knights,2003FAIL
tc0300532,2002,Blue Crush,2002PASS
tc0300556,2003,Timeline,2003FAIL
tc0301357,2003,Goodbye Lenin!,2003PASS
tc0301470,2003,Jeepers Creepers II,2003PASS
tc0302674,2002,Gerry,2002FAIL
tc0303361,2002,May,2002PASS
tc0303816,2002,Cabin Fever,2002PASS
tc0303933,2002,Drumline,2002FAIL
tc0304141,2004,Harry Potter and the Prisoner of  Azkaban,2004PASS
tc0304415,2003,Mona Lisa Smile,2003PASS
tc0304669,2002,The Santa Clause 2,2002FAIL
tc0305357,2003,Charlies Angels: Full Throttle,2003PASS
tc0306047,2003,Scary Movie 3,2003PASS
tc0306685,2003,Cradle 2 the Grave,2003FAIL
tc0307453,2004,Shark Tale,2004FAIL
tc0307479,2002,Solaris,2002FAIL
tc0307901,2002,25th Hour,2002FAIL
tc0308644,2004,Finding Neverland,2004PASS
tc0309593,2003,Final Destination 2,2003PASS
tc0309698,2003,Identity,2003FAIL
tc0310778,2003,Bon voyage,2003PASS
tc0311113,2003,Master and Commander: The Far Side of the World,2003FAIL
tc0311289,2003,Holes,2003FAIL
tc0311429,2003,The League of Extraordinary Gentlemen,2003FAIL
tc0311648,1993,Pieces of April,1993PASS
tc0313737,2002,Two Weeks Notice,2002PASS
tc0314331,2003,Love Actually,2003PASS
tc0315327,2003,Bruce Almighty,2003PASS
tc0315733,2003,21 grams,2003FAIL
tc0315983,2003,House of Sand and Fog,2003PASS
tc0316396,2003,Peter Pan,2003PASS
tc0316654,2004,Spider-Man 2,2004FAIL
tc0317198,2004,Bridget Jones: The Edge of Reason,2004PASS
tc0317219,2006,Cars,2006FAIL
tc0317303,2003,Daddy Day Care,2003PASS
tc0317705,2004,The Incredibles,2004PASS
tc0317740,2003,The Italian Job,2003FAIL
tc0318627,2004,Resident Evil: Apocalypse,2004PASS
tc0319061,2003,Big Fish,2003FAIL
tc0319262,2004,The Day After Tomorrow,2004PASS
tc0319970,2002,Carrie,2002PASS
tc0320661,2005,Kingdom of Heaven,2005FAIL
tc0320691,2003,Underworld,2003FAIL
tc0322259,2003,2 Fast 2 Furious,2003FAIL
tc0322330,2003,Freaky Friday,2003PASS
tc0323944,2003,Shattered Glass,2003FAIL
tc0324133,2003,Swimming Pool,2003PASS
tc0325703,2003,Lara Croft Tomb Raider: The Cradle of Life,2003FAIL
tc0325710,2003,The Last Samurai,2003FAIL
tc0325980,2003,Pirates of the Caribbean: The Curse of the Black Pearl,2003FAIL
tc0327056,2003,Mystic River,2003PASS
tc0327137,2003,Secondhand Lions,2003FAIL
tc0327162,2004,The Stepford Wives,2004PASS
tc0327247,2004,The Whole Ten Yards,2004FAIL
tc0327437,2004,Around the World in 80 Days,2004FAIL
tc0327554,2004,Catwoman,2004PASS
tc0327597,2009,Coraline,2009PASS
tc0327679,2004,Ella Enchanted,2004PASS
tc0327753,2002,Funny Ha Ha,2002PASS
tc0328538,2003,Thirteen,2003PASS
tc0329717,2003,Hollywood Homicide,2003FAIL
tc0330373,2005,Harry Potter and the Goblet of Fire,2005FAIL
tc0331933,2005,Man of the House,2005PASS
tc0332280,2004,The Notebook,2004FAIL
tc0332375,2004,Saved!,2004PASS
tc0332379,2003,The School of Rock,2003FAIL
tc0332452,2004,Troy,2004FAIL
tc0333766,2004,Garden State,2004PASS
tc0333780,2003,"Legally Blonde 2: Red, White  Blonde",2003PASS
tc0335119,2003,Girl with a Pearl Earring,2003PASS
tc0335266,2003,Lost In Translation,2003FAIL
tc0337563,2004,13 Going on 30,2004PASS
tc0337741,2003,Somethings Gotta Give,2003FAIL
tc0337921,2004,Cellular,2004PASS
tc0337978,2007,Live Free or Die Hard,2007FAIL
tc0338013,2004,Eternal Sunshine of the Spotless Mind,2004FAIL
tc0338188,2003,The Missing,2003PASS
tc0338348,2004,The Polar Express,2004FAIL
tc0338427,2005,Shopgirl,2005FAIL
tc0338459,2003,Spy Kids 3-D: Game Over,2003PASS
tc0338526,2004,Van Helsing,2004PASS
tc0338751,2004,The Aviator,2004FAIL
tc0339291,2004,Lemony Snickets A Series of Unfortunate Events,2004PASS
tc0339840,2003,Undead,2003PASS
tc0340855,2003,Monster,2003PASS
tc0342258,2005,Danny the dog,2005FAIL
tc0342272,2005,Dear Wendy,2005FAIL
tc0343660,2004,50 First Dates,2004FAIL
tc0343818,2004,"I, Robot",2004FAIL
tc0344510,2004,A Very Long Engagement,2004PASS
tc0345074,2004,Connie and Carla,2004PASS
tc0346156,2004,Sky Captain and the World of Tomorrow,2004PASS
tc0348150,2006,Superman Returns,2006FAIL
tc0348333,2005,Waiting...,2005PASS
tc0349416,2004,Eulogy,2004PASS
tc0349825,2004,Miracle,2004FAIL
tc0350028,2004,Raising Helen,2004PASS
tc0350258,2004,Ray,2004FAIL
tc0351283,2005,Madagascar,2005FAIL
tc0352248,2005,Cinderella Man,2005FAIL
tc0356470,2004,A Cinderella Story,2004PASS
tc0356721,2004,I Heart Huckabees,2004PASS
tc0356910,2005,Mr.  Mrs. Smith,2005FAIL
tc0357110,2005,The Ballad of Jack and Rose,2005PASS
tc0357413,2004,Anchorman: The Legend of Ron Burgundy,2004FAIL
tc0357507,2005,Boogeyman,2005FAIL
tc0358082,2005,Robots,2005FAIL
tc0358273,2005,Walk the Line,2005PASS
tc0359423,2004,A Home at the End of The World,2004FAIL
tc0360201,2004,Wimbledon,2004PASS
tc0360486,2005,Constantine,2005FAIL
tc0360717,2005,King Kong,2005FAIL
tc0361748,2009,Inglourious Basterds,2009FAIL
tc0362165,2005,Son of the Mask,2005FAIL
tc0362227,2004,The Terminal,2004FAIL
tc0362269,2004,Kinsey,2004PASS
tc0362270,2004,The Life Aquatic with Steve Zissou,2004FAIL
tc0362478,2009,The Box,2009PASS
tc0363282,2004,New York Minute,2004FAIL
tc0363547,2004,Dawn of the Dead,2004PASS
tc0363771,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005PASS
tc0363988,2004,Secret Window,2004FAIL
tc0364725,2004,Dodgeball: A True Underdog Story,2004PASS
tc0365748,2004,Shaun of the Dead,2004PASS
tc0365929,2009,Whiteout,2009PASS
tc0366551,2004,Harold and Kumar Go to White Castle,2004PASS
tc0366627,2005,The Jacket,2005FAIL
tc0366780,2005,MirrorMask,2005PASS
tc0366920,2003,Pride and Prejudice,2003PASS
tc0367027,2006,Shortbus,2006PASS
tc0367089,2005,The Squid and the Whale,2005FAIL
tc0367594,2005,Charlie and the Chocolate Factory,2005PASS
tc0367631,2004,D.E.B.S.,2004PASS
tc0367882,2008,Indiana Jones and the Kingdom of the Crystal Skull,2008FAIL
tc0367959,2007,Hannibal Rising,2007FAIL
tc0368447,2004,The Village,2004PASS
tc0368563,2008,Possession,2008PASS
tc0368933,2004,The Princess Diaries 2: Royal Engagement,2004PASS
tc0369339,2004,Collateral,2004FAIL
tc0369436,2008,Four Christmases,2008PASS
tc0369441,2005,Fun with Dick and Jane,2005PASS
tc0369994,2005,Strangers with Candy,2005PASS
tc0370032,2006,Ultraviolet,2006FAIL
tc0370263,2004,AVP: Alien vs. Predator,2004FAIL
tc0371246,2004,Spanglish,2004PASS
tc0371724,2005,The Hitchhikers Guide to the Galaxy,2005FAIL
tc0371746,2008,Iron Man,2008FAIL
tc0372183,2004,The Bourne Supremacy,2004FAIL
tc0372532,2005,The Wedding Date,2005PASS
tc0372588,2004,Team America: World Police,2004FAIL
tc0372784,2005,Batman Begins,2005FAIL
tc0373051,2008,Journey to the Center of the Earth,2008FAIL
tc0373074,2004,Kung Fu Hustle,2004FAIL
tc0373469,2005,Kiss Kiss Bang Bang,2005FAIL
tc0373883,2007,Halloween,2007PASS
tc0373889,2007,Harry Potter and the Order of the Phoenix,2007PASS
tc0374536,2005,Bewitched,2005PASS
tc0374900,2004,Napoleon Dynamite,2004FAIL
tc0375063,2004,Sideways,2004PASS
tc0375210,2005,White Noise,2005FAIL
tc0375568,2009,Astro Boy,2009FAIL
